Amp_1MHz,Phase_1MHz,Amp_500kHz,Phase_500kHz,Amp_100kHz,Phase_100kHz,Amp_50kHz,Phase_50kHz,Amp_10kHz,Phase_10kHz,Label
1817.549237,-83.50915755,3557.472754,-85.23498917,16543.7605,-87.02205393,31387.41334,-84.71466026,121658.8262,-78.964816,0
1822.446233,-83.4088154,3572.201595,-85.02343355,16254.38577,-85.38000687,31526.47629,-85.19100911,121346.4799,-79.60729511,0
1820.627458,-83.51944635,3556.598585,-84.90981342,16755.28744,-85.10561497,31443.83833,-85.03946844,121143.0716,-79.46634497,0
1825.478146,-83.04803408,3558.240519,-85.33177898,17104.48744,-85.75201144,31312.87161,-85.06856149,121715.8467,-79.66968521,0
1822.625638,-83.59345649,3557.017299,-85.34987656,16839.36123,-84.43679783,31325.36757,-84.68954744,122015.1756,-79.13868176,0
1824.882346,-83.56638926,3563.897614,-85.4331018,16244.11689,-84.88291305,31575.9425,-85.05092059,121280.3676,-79.97419951,0
1818.855858,-83.80821874,3558.254207,-85.30210894,17434.7954,-83.08677683,31185.63497,-85.42893538,121786.1624,-79.96424272,0
1816.556252,-83.39747248,3546.199143,-85.34546246,15927.67318,-86.00596654,31546.77683,-85.47808468,120045.5071,-79.33126355,0
1819.12703,-83.76420062,3553.282005,-85.21063975,15863.23451,-86.81447895,31217.60548,-85.54260699,120909.2841,-79.4409781,0
1821.017744,-83.52537087,3552.829989,-85.30228845,17067.30394,-86.55237205,31145.16209,-85.59465758,121233.5543,-79.53627936,0
1822.923577,-83.4827158,3574.397141,-85.34174864,16719.46065,-86.37544139,31186.76752,-85.08356648,121145.5174,-79.49345316,0
1831.968296,-83.55290483,3570.129066,-85.0824441,16352.3852,-85.32024493,31747.57987,-85.37558307,121577.7184,-79.29240989,0
1820.896339,-83.15695514,3567.895008,-85.4465263,16092.43321,-87.98891036,31428.8305,-85.12047059,121936.0347,-79.52049038,0
1816.500936,-83.27734061,3557.066204,-85.19725737,17711.29535,-84.4666695,31470.50774,-85.30159399,121669.209,-79.68436069,0
1819.435236,-83.2248283,3553.989537,-85.34981085,16667.97438,-86.04495967,31666.89643,-85.32104954,121075.1861,-79.64368534,0
1818.869439,-83.58082971,3557.044803,-85.14430126,16865.45051,-86.05255501,31595.41349,-85.23676265,120601.3217,-79.20812616,0
1823.415846,-83.25563992,3551.649691,-85.02413968,16763.03812,-86.89602959,31252.6898,-84.89244191,121695.6742,-79.54710271,0
1813.687436,-83.35793306,3586.824206,-85.33111216,16818.39392,-85.9182474,31585.80923,-84.82687047,120435.3541,-79.75353209,0
1821.403952,-83.31339884,3539.821634,-85.19581648,16868.24062,-85.78910945,31484.89025,-84.98907625,121746.2278,-79.39671409,0
1821.852516,-83.27167377,3567.664572,-85.24349617,16959.29686,-85.92606808,31407.39718,-85.3847252,121303.4387,-79.30008457,0
1822.216557,-83.58508972,3549.343705,-85.42135231,16434.89426,-85.45901445,31461.32807,-84.90987096,120783.8775,-79.10242768,0
1818.226163,-83.5067527,3561.040614,-85.23222449,16474.46445,-86.39989233,31646.34746,-84.89671205,121553.7548,-79.36895341,0
1819.955072,-83.298653,3552.28278,-85.22343673,15788.27158,-86.71009388,31327.18833,-85.01713671,121401.087,-79.57947979,0
1814.249009,-83.86756413,3550.403409,-85.20093683,16243.11279,-85.24699949,31516.82481,-85.27245406,121383.3429,-79.30751785,0
1818.726449,-83.19342671,3550.7744,-85.31207604,16740.89431,-85.70256075,31456.32531,-84.89090872,121358.2822,-79.24678694,0
1818.488123,-83.34869471,3579.468209,-85.25887799,17107.29348,-85.60275442,31192.90997,-84.97406246,121623.3534,-79.4305579,0
1823.10108,-83.44552917,3560.756718,-85.4846589,16896.14749,-84.72959881,31339.52471,-86.00306599,121889.0364,-79.43192383,0
1815.53767,-83.40248156,3554.485967,-85.34111497,16451.24212,-86.83850575,31486.22129,-84.90963236,121663.9187,-79.35882319,0
1824.857668,-83.60468378,3567.583089,-85.1749203,16014.50418,-86.66898614,31648.93077,-85.65331399,121935.1836,-79.43798262,0
1828.289017,-83.49472605,3562.177321,-85.11373685,15297.62991,-84.52880567,31605.30921,-84.90407711,121379.3741,-79.3612266,0
1811.141714,-83.26021773,3569.210919,-85.35278775,17157.8144,-87.30486516,31545.75644,-85.14176792,122254.2317,-79.66636654,0
1823.15019,-83.22824267,3543.994759,-85.25696496,16333.57527,-87.12911761,31337.60566,-84.74998855,121703.1177,-79.6971976,0
1824.355969,-83.00214714,3565.083732,-85.23453978,16400.21838,-84.97392888,31723.18366,-85.12551422,121116.5093,-79.62179549,0
1818.033156,-83.45009259,3569.732837,-85.23937128,16674.83124,-85.56119702,31489.46728,-85.35472197,120826.9942,-79.26716849,0
1819.188499,-83.5446296,3545.606847,-85.17768193,15947.09261,-85.69590992,31309.44578,-85.13981474,121510.8904,-79.35914352,0
1820.460385,-83.52129257,3566.51676,-85.60656113,16446.93864,-85.89538514,31430.79472,-84.78888653,120715.1104,-79.17168764,0
1819.667064,-83.60276057,3578.885404,-85.2849717,17570.52884,-85.7708451,31589.82375,-85.08934816,120890.4112,-79.46600942,0
1819.613079,-83.4507281,3561.927497,-85.23254338,16851.80874,-85.89584379,31458.871,-85.13021608,121528.4077,-79.69556725,0
1813.037007,-83.37624909,3570.215607,-85.45788079,16782.62147,-84.42929371,31588.44092,-84.880823,121082.7308,-79.14666416,0
1826.64305,-83.44367577,3568.720694,-84.97164473,15863.32501,-86.2058957,31620.39389,-85.03582555,120911.4905,-79.42572704,0
1826.293255,-83.26085444,3555.062745,-85.24662953,17674.74686,-85.96601408,31516.7725,-85.09870133,121384.4597,-79.11334381,0
1817.186837,-83.47601238,3562.468873,-84.99175023,15938.93296,-83.98452683,,,121440.8434,-79.27778686,0
1814.045214,-83.49432296,3546.544452,-85.41973426,17522.64185,-85.77465226,,,121294.2908,-78.89620885,0
1823.606267,-83.53213235,3557.601939,-85.44096631,15611.1898,-83.54121735,,,121203.9357,-79.4739453,0
1818.329726,-83.70214295,3564.707952,-85.23523089,17277.89333,-85.90888023,,,121852.3123,-79.20515517,0
1821.782505,-83.6916537,3569.241313,-85.58121779,,,,,121582.7852,-79.20740045,0
,,3562.318678,-85.23691936,,,,,121285.0338,-79.55439146,0
,,,,,,,,122699.3235,-79.46260099,0
